danceability,speechiness,acousticness
0.788,0.0431,0.00344
0.889,0.261,0.0274
0.521,0.0578,0.0412
0.475,0.0307,0.0595
0.472,0.086,0.0491
0.842,0.365,0.0764
0.632,0.115,0.163
0.685,0.0305,0.797
0.464,0.0591,0.116
0.756,0.32,0.173
0.701,0.0429,0.166
0.769,0.0501,0.00215
0.31,0.0303,0.99
0.335,0.0507,0.89
0.484,0.274,0.0317
0.154,0.0325,0.565
0.52,0.0464,0.815
0.678,0.222,0.00583
0.752,0.12,0.653
0.568,0.0377,0.0101
0.501,0.118,0.0205
0.252,0.0374,0.842
0.76,0.0552,0.246
0.818,0.043,0.201
0.685,0.0323,0.504
0.399,0.0407,0.557
0.681,0.0352,0.19
0.58,0.299,0.476
0.72,0.04,0.258
0.525,0.0534,0.634
0.647,0.0413,0.08
0.746,0.0435,0.192
0.659,0.0825,0.716
0.563,0.055,0.0227
0.513,0.14,0.13
0.676,0.0344,0.0147
0.691,0.0572,0.0212
0.413,0.036,0.00342
0.565,0.274,0.547
0.694,0.0424,0.00246
0.64,0.109,0.279
0.437,0.0735,0.000839
0.797,0.0504,0.00335
0.737,0.287,0.0662
0.815,0.0457,0.416
0.692,0.0802,0.615
0.533,0.0388,0.00186
0.455,0.183,0.106
0.864,0.238,0.261
0.613,0.26,0.0636
0.598,0.0555,0.00575
0.646,0.0733,0.0926
0.768,0.133,0.399
0.683,0.102,0.0155
0.566,0.0551,0.0125
0.779,0.0432,0.0262
0.548,0.116,0.0585
0.715,0.0532,0.0202
0.613,0.0303,0.00279
0.81,0.0904,0.316
0.667,0.0423,0.00409
0.658,0.0389,0.0103
0.84,0.28,0.0129
0.565,0.0426,0.0019
0.832,0.0727,0.218
0.65,0.415,0.12
0.451,0.286,0.0651
0.906,0.0519,0.0128
0.398,0.0527,0.124
0.827,0.139,0.199
0.538,0.0483,0.143
0.746,0.0763,0.00187
0.704,0.0571,0.00301
0.477,0.0466,0.0113
0.563,0.0298,0.0105
0.595,0.0348,0.904
0.622,0.146,0.0129
0.553,0.23,0.0123
0.747,0.0627,0.0136
0.729,0.0516,0.0112
0.651,0.0563,0.0873
0.686,0.0307,0.122
0.683,0.0839,0.0215
0.731,0.0803,0.0159
0.728,0.038,0.744
0.694,0.0332,0.0452
0.665,0.0378,0.0315
0.538,0.0372,0.00384
0.669,0.0367,0.0164
0.788,0.0483,0.0099
0.746,0.196,0.189
0.68,0.322,0.0201
0.588,0.0515,0.00109
0.481,0.0479,0.0442
0.666,0.0696,0.0115
0.917,0.303,0.0537
0.514,0.0443,0.00688
0.851,0.0706,0.0983
0.272,0.0475,8.3e-05
0.582,0.306,0.0865
0.692,0.12,0.0067
0.518,0.0346,0.000782
0.721,0.0599,0.0159
0.605,0.0906,0.0158
0.681,0.0547,0.362
0.317,0.0494,0.000169
0.693,0.0439,0.339
0.739,0.0375,0.0129
0.639,0.136,0.0221
0.775,0.173,0.00707
0.574,0.341,0.0469
0.566,0.293,0.148
0.623,0.0346,0.0318
0.698,0.265,0.0161
0.635,0.061,0.00386
0.742,0.0444,0.043
0.723,0.236,0.135
0.622,0.0529,0.000877
0.684,0.154,0.0303
0.694,0.3,0.0369
0.8,0.0633,0.000547
0.756,0.286,0.088
0.412,0.0618,0.00866
0.767,0.0495,0.0067
0.282,0.0537,0.925
0.441,0.0332,0.944
0.389,0.0377,0.816
0.255,0.0355,0.969
0.471,0.0524,0.947
0.475,0.0329,0.499
0.51,0.0343,0.25
0.675,0.0328,0.736
0.461,0.0751,0.985
0.75,0.0709,0.908
0.763,0.0317,0.00718
0.316,0.0304,0.698
0.43,0.0457,0.88
0.476,0.0321,0.419
0.457,0.0313,0.906
0.681,0.0317,0.694
0.634,0.0619,0.979
0.51,0.0295,0.465
0.423,0.0433,0.974
0.48,0.0424,0.949
0.266,0.0344,0.908
0.861,0.0518,0.904
0.472,0.0325,0.547
0.499,0.0508,0.902
0.456,0.0407,0.966
0.574,0.043,0.791
0.46,0.0501,0.836
0.339,0.0336,0.855
0.574,0.05,0.962
0.569,0.0376,0.873
0.389,0.03,0.888
0.0882,0.0434,0.93
0.109,0.0347,0.822
0.265,0.0451,0.995
0.765,0.0896,0.918
0.267,0.0657,0.593
0.368,0.0342,0.898
0.42,0.056,0.978
0.496,0.0764,0.923
0.617,0.0576,0.989
0.298,0.0397,0.989
0.614,0.0345,0.595
0.359,0.0418,0.992
0.479,0.0565,0.985
0.208,0.0399,0.952
0.68,0.0516,0.19
0.642,0.0306,0.917
0.601,0.0288,0.389
0.459,0.0489,0.982
0.115,0.0453,0.989
0.559,0.0512,0.955
0.239,0.0413,0.45
0.43,0.0542,0.903
0.203,0.043,0.936
0.331,0.0356,0.12
0.656,0.0309,0.452
0.181,0.0349,0.742
0.592,0.0401,0.832
0.578,0.0308,0.541
0.216,0.0381,0.41
0.419,0.0574,0.99
0.662,0.0526,0.991
0.438,0.0275,0.545
0.516,0.0343,0.474
0.611,0.0671,0.996
0.335,0.0286,0.982
0.343,0.0416,0.993
0.371,0.0347,0.989
0.465,0.0512,0.989
0.315,0.0596,0.994
0.388,0.0373,0.995
0.368,0.043,0.99
0.258,0.0428,0.976
0.349,0.0426,0.991
0.266,0.049,0.991
0.401,0.0455,0.994
0.429,0.0357,0.96
0.295,0.0421,0.985
0.288,0.0358,0.972
0.398,0.0319,0.989
0.344,0.0385,0.993
0.305,0.0434,0.995
0.374,0.0533,0.996
0.355,0.0414,0.986
0.422,0.069,0.994
0.495,0.0296,0.96
0.187,0.0404,0.991
0.286,0.0386,0.992
0.203,0.0405,0.985
0.0646,0.0427,0.903
0.344,0.0428,0.995
0.0791,0.0494,0.89
0.304,0.0404,0.99
0.107,0.0389,0.962
0.384,0.0339,0.975
0.114,0.0392,0.981
0.424,0.0329,0.948
0.302,0.0297,0.906
0.342,0.0346,0.995
0.243,0.0453,0.959
0.323,0.0392,0.966
0.324,0.0424,0.992
0.274,0.0412,0.993
0.333,0.0428,0.995
0.401,0.0308,0.984
0.208,0.0361,0.981
0.238,0.0452,0.983
0.363,0.0526,0.995
0.221,0.0384,0.995
0.324,0.0458,0.995
0.364,0.0591,0.98
0.167,0.0461,0.904
0.105,0.0403,0.995
0.137,0.0459,0.973
0.309,0.0396,0.983
0.491,0.0442,0.996
0.0636,0.0425,0.921
0.349,0.0379,0.993
0.394,0.045,0.993
0.476,0.0677,0.995
0.11,0.0464,0.984
0.215,0.0413,0.987
0.397,0.0519,0.993
0.444,0.0422,0.994
0.109,0.0452,0.936
0.647,0.125,0.995
0.28,0.0473,0.853
0.475,0.123,0.995
0.285,0.0473,0.995
0.382,0.0805,0.995
0.208,0.0495,0.995
0.221,0.0429,0.992
0.133,0.0446,0.829
0.395,0.0402,0.993
0.423,0.04,0.989
0.444,0.039,0.995
0.314,0.0453,0.994
0.354,0.0424,0.992
0.236,0.0532,0.878
0.32,0.0432,0.916
0.192,0.0473,0.985
0.271,0.0411,0.992
0.411,0.064,0.996
0.215,0.0453,0.984
0.317,0.0463,0.955
0.409,0.0422,0.995
0.291,0.0382,0.99
0.396,0.0424,0.925
0.193,0.0441,0.987
0.131,0.0386,0.992
0.144,0.0419,0.986
0.357,0.0446,0.995
0.296,0.0392,0.994
0.329,0.0538,0.969
0.149,0.0485,0.8
0.359,0.0402,0.99
0.318,0.0345,0.866
0.286,0.04,0.995
0.71,0.0376,0.895
0.282,0.0415,0.995
0.25,0.0416,0.993
0.328,0.0456,0.974
0.451,0.0467,0.995
0.537,0.0403,0.74
0.424,0.0795,0.994
0.521,0.0439,0.933
0.18,0.0485,0.996
0.459,0.0505,0.981
0.369,0.0578,0.938
0.622,0.0484,0.956
0.613,0.0374,0.203
0.684,0.107,0.952
0.619,0.0643,0.544
0.698,0.0501,0.481
0.764,0.148,0.852
0.67,0.141,0.57
0.792,0.073,0.694
0.781,0.236,0.398
0.671,0.0913,0.744
0.794,0.0491,0.797
0.807,0.0319,0.652
0.838,0.261,0.409
0.72,0.0575,0.879
0.703,0.22,0.522
0.69,0.051,0.835
0.703,0.139,0.855
0.491,0.325,0.927
0.716,0.0494,0.198
0.63,0.0463,0.296
0.697,0.0402,0.424
0.645,0.0641,0.109
0.587,0.046,0.265
0.589,0.0652,0.361
0.839,0.307,0.7
0.743,0.743,0.874
0.877,0.192,0.406
0.574,0.0477,0.788
0.563,0.0787,0.896
0.805,0.0801,0.782
0.83,0.0748,0.137
0.657,0.0409,0.949
0.738,0.15,0.959
0.765,0.252,0.957
0.49,0.275,0.504
0.829,0.716,0.542
0.744,0.162,0.678
0.848,0.0772,0.655
0.548,0.0298,0.589
0.78,0.106,0.939
0.792,0.122,0.837
0.881,0.15,0.667
0.748,0.0403,0.888
0.602,0.0296,0.662
0.754,0.208,0.647
0.919,0.0577,0.908
0.649,0.0607,0.594
0.696,0.0407,0.38
0.563,0.399,0.355
0.496,0.0498,0.993
0.297,0.0355,0.973
0.423,0.0325,0.993
0.476,0.0284,0.993
0.304,0.043,0.99
0.257,0.041,0.994
0.437,0.0379,0.994
0.27,0.0372,0.986
0.208,0.0376,0.978
0.395,0.0337,0.995
0.333,0.0413,0.991
0.395,0.0408,0.986
0.419,0.0465,0.994
0.307,0.0441,0.988
0.145,0.038,0.886
0.513,0.0459,0.995
0.272,0.0403,0.942
0.322,0.0445,0.995
0.392,0.0359,0.988
0.186,0.0393,0.865
0.453,0.0375,0.992
0.277,0.0479,0.993
0.378,0.0343,0.987
0.459,0.043,0.99
0.529,0.0496,0.986
0.334,0.0409,0.994
0.325,0.0691,0.994
0.352,0.0742,0.992
0.167,0.0452,0.861
0.289,0.0319,0.988
0.445,0.0409,0.995
0.476,0.0405,0.996
0.352,0.044,0.991
0.444,0.0375,0.995
0.295,0.0403,0.995
0.145,0.0404,0.809
0.319,0.0289,0.973
0.061,0.0478,0.891
0.0817,0.0371,0.992
0.462,0.0328,0.995
0.373,0.0402,0.985
0.356,0.0368,0.992
0.528,0.0437,0.995
0.365,0.0436,0.994
0.339,0.0346,0.973
0.382,0.0433,0.989
0.459,0.0342,0.992
0.304,0.0384,0.995
0.259,0.04,0.996
0.305,0.0347,0.987
0.311,0.0346,0.989
0.47,0.0331,0.996
0.478,0.0269,0.905
0.19,0.0436,0.996
0.369,0.0374,0.985
0.408,0.0416,0.994
0.15,0.0363,0.984
0.847,0.0684,0.996
0.557,0.0913,0.996
0.148,0.0464,0.988
0.281,0.0372,0.959
0.171,0.0404,0.951
0.219,0.0388,0.954
0.358,0.0367,0.987
0.287,0.041,0.993
0.475,0.0553,0.987
0.339,0.0483,0.994
0.459,0.045,0.993
0.078,0.0429,0.874
0.378,0.0328,0.975
0.273,0.0529,0.981
0.582,0.0383,0.994
0.481,0.0601,0.972
0.38,0.0454,0.967
0.276,0.0352,0.985
0.404,0.0412,0.96
0.29,0.0435,0.99
0.326,0.0411,0.987
0.298,0.0341,0.986
0.577,0.041,0.952
0.477,0.0377,0.927
0.41,0.0687,0.996
0.363,0.0411,0.995
0.427,0.0427,0.985
0.411,0.0647,0.993
0.796,0.123,0.00025
0.682,0.15,0.00904
0.825,0.206,0.0938
0.735,0.0424,0.0587
0.659,0.0851,0.00166
0.614,0.0512,0.226
0.691,0.121,0.000575
0.809,0.12,0.0167
0.665,0.0436,0.00233
0.756,0.0505,0.117
0.727,0.0711,0.00781
0.579,0.0333,0.000718
0.754,0.108,0.382
0.69,0.0748,0.00313
0.835,0.0564,0.037
0.716,0.162,0.000379
0.436,0.409,0.349
0.63,0.291,0.117
0.861,0.0555,0.000267
0.575,0.0564,0.0136
0.743,0.103,0.51
0.744,0.0978,0.782
0.901,0.0935,0.258
0.731,0.0938,0.469
0.737,0.0533,0.00161
0.646,0.039,0.00603
0.774,0.107,0.0297
0.828,0.0603,0.797
0.745,0.223,0.183
0.675,0.064,0.42
0.761,0.0655,0.0055
0.889,0.392,0.11
0.662,0.0533,0.07
0.808,0.0664,0.0349
0.676,0.103,0.114
0.746,0.0647,0.00321
0.701,0.0544,0.792
0.712,0.0813,0.00065
0.863,0.191,0.0735
0.654,0.0592,0.00167
0.709,0.0374,0.00139
0.818,0.183,0.16
0.714,0.0298,0.00075
0.821,0.0351,0.000568
0.721,0.0976,0.22
0.826,0.096,0.000883
0.695,0.0407,0.608
0.718,0.0374,0.152
0.734,0.127,0.119
0.821,0.0462,0.0556
0.678,0.076,0.141
0.807,0.0764,0.00516
0.79,0.215,0.744
0.434,0.127,0.00794
0.811,0.362,0.134
0.815,0.0422,0.00271
0.779,0.101,0.00813
0.739,0.0984,0.141
0.694,0.0535,0.0649
0.612,0.034,0.00907
0.737,0.0293,0.124
0.825,0.0938,0.00187
0.547,0.0374,0.0287
0.829,0.163,0.368
0.834,0.146,0.000874
0.724,0.0393,0.000244
0.758,0.0753,0.0658
0.805,0.0531,0.000786
0.749,0.291,0.282
0.714,0.0804,0.0312
0.71,0.505,0.00706
0.669,0.0501,0.00895
0.448,0.241,0.000736
0.639,0.0319,0.00456
0.837,0.152,0.00365
0.697,0.275,0.0969
0.561,0.0293,0.00209
0.791,0.0577,0.000108
0.754,0.0311,0.00211
0.738,0.24,0.359
0.657,0.0534,0.000238
0.746,0.0646,0.721
0.752,0.238,0.201
0.747,0.18,0.0945
0.874,0.0567,0.03
0.591,0.0407,0.0161
0.819,0.0786,0.0164
0.817,0.0626,0.00729
0.621,0.055,0.0118
0.753,0.08,0.439
0.721,0.0286,0.00383
0.592,0.119,0.634
0.599,0.0462,0.000536
0.624,0.209,0.0841
0.676,0.318,0.791
0.781,0.0854,0.0536
0.668,0.0417,0.000272
0.599,0.047,0.0229
0.752,0.116,0.469
0.603,0.0686,0.0957
0.506,0.0297,0.969
0.386,0.0317,0.424
0.147,0.0321,0.937
0.169,0.0343,0.255
0.436,0.0311,0.929
0.465,0.0354,0.987
0.554,0.0346,0.952
0.428,0.0329,0.98
0.513,0.0325,0.962
0.347,0.0439,0.947
0.558,0.0306,0.991
0.224,0.0335,0.842
0.354,0.0346,0.979
0.519,0.0392,0.901
0.524,0.0349,0.941
0.241,0.03,0.893
0.575,0.0313,0.922
0.241,0.0437,0.94
0.418,0.0363,0.975
0.48,0.0458,0.964
0.245,0.0353,0.894
0.54,0.0381,0.985
0.545,0.0315,0.889
0.437,0.0406,0.943
0.239,0.0371,0.979
0.386,0.0381,0.915
0.469,0.0373,0.902
0.538,0.033,0.994
0.581,0.0264,0.656
0.404,0.0355,0.857
0.152,0.039,0.989
0.609,0.0473,0.983
0.571,0.0414,0.968
0.228,0.0374,0.943
0.419,0.0465,0.919
0.515,0.0355,0.974
0.293,0.0452,0.969
0.557,0.0311,0.885
0.455,0.0351,0.927
0.585,0.0358,0.958
0.371,0.039,0.978
0.169,0.043,0.912
0.382,0.0339,0.908
0.514,0.0393,0.896
0.568,0.0581,0.974
0.326,0.0369,0.926
0.566,0.0367,0.902
0.361,0.051,0.963
0.4,0.035,0.955
0.554,0.0356,0.993
0.641,0.0322,0.929
0.21,0.0334,0.975
0.28,0.0551,0.846
0.318,0.0384,0.917
0.159,0.0375,0.926
0.521,0.0366,0.988
0.543,0.0375,0.934
0.362,0.036,0.981
0.208,0.0399,0.979
0.466,0.0324,0.83
0.655,0.0475,0.944
0.262,0.0415,0.996
0.333,0.0351,0.977
0.381,0.034,0.973
0.548,0.0377,0.952
0.468,0.0328,0.948
0.434,0.0365,0.98
0.406,0.0363,0.989
0.471,0.0352,0.275
0.212,0.0375,0.751
0.282,0.0301,0.721
0.405,0.0309,0.92
0.653,0.0311,0.945
0.188,0.0476,0.675
0.247,0.036,0.93
0.566,0.0351,0.954
0.492,0.0387,0.811
0.527,0.0273,0.91
0.391,0.0357,0.935
0.436,0.0354,0.916
0.386,0.0293,0.988
0.386,0.0295,0.96
0.314,0.0298,0.871
0.576,0.0353,0.964
0.539,0.0285,0.958
0.571,0.0436,0.977
0.233,0.0307,0.899
0.386,0.0299,0.878
0.229,0.0372,0.95
0.441,0.033,0.91
0.214,0.0459,0.963
0.374,0.0349,0.968
0.494,0.0292,0.97
0.27,0.0364,0.916
0.248,0.0423,0.975
0.233,0.0326,0.57
0.532,0.0417,0.925
0.443,0.0307,0.84
0.445,0.0282,0.865
0.375,0.0676,0.995
0.152,0.0387,0.749
0.499,0.0509,0.995
0.343,0.0406,0.991
0.549,0.038,0.995
0.116,0.0638,0.954
0.449,0.041,0.996
0.0818,0.0409,0.965
0.36,0.045,0.937
0.377,0.0584,0.993
0.166,0.0459,0.856
0.236,0.0524,0.966
0.311,0.0397,0.994
0.0859,0.0572,0.972
0.421,0.0388,0.971
0.293,0.0323,0.985
0.0,0.0,0.829
0.346,0.0564,0.996
0.564,0.05,0.992
0.0614,0.0541,0.848
0.252,0.0387,0.987
0.396,0.0599,0.987
0.581,0.0321,0.93
0.228,0.0427,0.876
0.291,0.0478,0.986
0.328,0.0359,0.984
0.285,0.0419,0.959
0.277,0.048,0.993
0.443,0.0722,0.967
0.201,0.0482,0.882
0.26,0.031,0.942
0.151,0.0426,0.961
0.517,0.029,0.982
0.158,0.0557,0.991
0.258,0.0387,0.972
0.544,0.07,0.993
0.251,0.0474,0.972
0.568,0.0397,0.657
0.165,0.0377,0.915
0.164,0.0412,0.886
0.529,0.0395,0.986
0.524,0.0345,0.983
0.227,0.0352,0.97
0.316,0.0432,0.988
0.302,0.0359,0.98
0.527,0.0332,0.992
0.269,0.0432,0.993
0.365,0.0421,0.993
0.548,0.0573,0.986
0.433,0.0388,0.973
0.582,0.0364,0.928
0.433,0.0389,0.921
0.622,0.0413,0.935
0.348,0.0339,0.978
0.514,0.0414,0.956
0.462,0.0333,0.926
0.398,0.0308,0.911
0.499,0.0306,0.937
0.446,0.043,0.847
0.42,0.0454,0.913
0.503,0.0409,0.985
0.313,0.043,0.985
0.598,0.105,0.984
0.419,0.0363,0.923
0.766,0.1,0.961
0.627,0.0651,0.98
0.581,0.107,0.953
0.703,0.0724,0.848
0.529,0.0422,0.908
0.788,0.11,0.938
0.718,0.0727,0.983
0.733,0.0758,0.965
0.337,0.0375,0.88
0.792,0.205,0.975
0.653,0.0363,0.962
0.606,0.0768,0.963
0.434,0.0488,0.877
0.381,0.0331,0.689
0.549,0.0568,0.954
0.659,0.0909,0.987
0.364,0.0373,0.825
0.544,0.044,0.844
0.773,0.077,0.987
0.666,0.0633,0.953
0.709,0.0772,0.982
0.801,0.0989,0.967
0.573,0.0627,0.84
0.655,0.0846,0.986
0.422,0.075,0.984
0.523,0.047,0.934
0.372,0.0344,0.881
0.669,0.0654,0.962
0.294,0.043,0.728
0.47,0.0375,0.184
0.81,0.0844,0.966
0.467,0.0372,0.65
0.367,0.0447,0.79
0.683,0.0509,0.865
0.551,0.07,0.955
0.732,0.044,0.953
0.645,0.0464,0.477
0.439,0.0411,0.677
0.776,0.0752,0.952
0.295,0.0516,0.906
0.448,0.0491,0.988
0.439,0.0548,0.791
0.622,0.0448,0.151
0.771,0.0433,0.226
0.597,0.042,0.973
0.504,0.0371,0.724
0.569,0.051,0.85
0.633,0.0426,0.714
0.618,0.0299,0.0574
0.781,0.0799,0.991
0.687,0.028,0.0729
0.386,0.0521,0.878
0.693,0.07,0.993
0.604,0.0554,0.86
0.612,0.0482,0.938
0.536,0.0355,0.786
0.389,0.029,0.812
0.805,0.0773,0.99
0.546,0.0267,0.793
0.693,0.0325,0.52
0.379,0.034,0.903
0.494,0.0877,0.916
0.551,0.0465,0.735
0.572,0.0405,0.564
0.65,0.0525,0.489
0.543,0.0358,0.544
0.357,0.0379,0.75
0.67,0.0301,0.473
0.739,0.0397,0.704
0.317,0.0434,0.98
0.481,0.107,0.995
0.473,0.0413,0.996
0.702,0.0612,0.982
0.603,0.068,0.991
0.222,0.0377,0.966
0.366,0.0362,0.836
0.449,0.0636,0.986
0.484,0.104,0.99
0.207,0.0806,0.992
0.549,0.0392,0.981
0.516,0.0361,0.974
0.554,0.0428,0.985
0.317,0.0469,0.978
0.508,0.037,0.971
0.464,0.0699,0.978
0.653,0.0633,0.958
0.238,0.0502,0.991
0.735,0.0545,0.95
0.551,0.039,0.972
0.429,0.0711,0.893
0.756,0.0371,0.915
0.537,0.0509,0.994
0.522,0.0532,0.965
0.384,0.0514,0.991
0.703,0.068,0.977
0.774,0.0753,0.877
0.593,0.0469,0.953
0.711,0.047,0.99
0.623,0.0432,0.965
0.383,0.0393,0.443
0.159,0.0459,0.972
0.383,0.0371,0.986
0.485,0.0324,0.977
0.655,0.0392,0.958
0.597,0.0515,0.396
0.214,0.0365,0.982
0.277,0.0357,0.949
0.267,0.0963,0.989
0.603,0.0469,0.901
0.656,0.0477,0.903
0.237,0.0511,0.274
0.134,0.0426,0.837
0.185,0.0384,0.929
0.251,0.0383,0.737
0.861,0.0622,0.812
0.689,0.264,0.928
0.19,0.0412,0.953
0.545,0.0449,0.874
0.304,0.0362,0.97
0.624,0.135,0.397
0.0943,0.0379,0.981
0.605,0.703,0.792
0.671,0.036,0.955
0.188,0.0457,0.982
0.352,0.048,0.856
0.314,0.0424,0.989
0.278,0.0536,0.996
0.345,0.0573,0.961
0.718,0.0805,0.948
0.628,0.0316,0.81
0.298,0.0392,0.959
0.471,0.0311,0.904
0.245,0.0353,0.95
0.247,0.0414,0.965
0.445,0.0825,0.749
0.254,0.0344,0.948
0.659,0.044,0.947
0.241,0.0436,0.974
0.447,0.0355,0.995
0.098,0.0489,0.884
0.187,0.0473,0.96
0.592,0.0534,0.994
0.666,0.0485,0.96
0.22,0.0416,0.896
0.122,0.0386,0.987
0.71,0.394,0.656
0.542,0.0275,0.573
0.534,0.0535,0.705
0.137,0.0338,0.875
0.436,0.0338,0.381
0.291,0.0355,0.925
0.623,0.0427,0.902
0.278,0.035,0.941
0.522,0.0344,0.884
0.672,0.0364,0.945
0.711,0.0504,0.902
0.198,0.0468,0.904
0.274,0.0377,0.927
0.643,0.0874,0.894
0.0697,0.0417,0.945
0.575,0.0401,0.779
0.0713,0.046,0.346
0.399,0.037,0.979
0.786,0.102,0.244
0.534,0.0853,0.976
0.489,0.302,0.323
0.948,0.344,0.723
0.702,0.0459,0.805
0.156,0.0327,0.826
0.0734,0.0467,0.0952
0.362,0.0492,0.72
0.764,0.079,0.664
0.409,0.0572,0.897
0.657,0.0388,0.691
0.715,0.0383,0.897
0.228,0.0316,0.987
0.508,0.0632,0.962
0.66,0.0438,0.691
0.618,0.0469,0.944
0.735,0.0524,0.949
0.377,0.0351,0.989
0.624,0.0398,0.651
0.293,0.0395,0.948
0.419,0.0878,0.921
0.288,0.0453,0.888
0.192,0.0444,0.992
0.293,0.0386,0.991
0.507,0.0404,0.993
0.558,0.0357,0.953
0.378,0.0388,0.745
0.929,0.141,0.246
0.103,0.0459,0.983
0.576,0.0534,0.893
0.469,0.0257,0.995
0.425,0.0828,0.934
0.313,0.0359,0.943
0.715,0.0477,0.1
0.833,0.0606,0.469
0.364,0.0335,0.951
0.201,0.0406,0.995
0.515,0.0437,0.986
0.439,0.0448,0.991
0.395,0.035,0.977
0.263,0.0364,0.995
0.172,0.0411,0.994
0.434,0.0432,0.982
0.362,0.0598,0.793
0.226,0.0403,0.994
0.493,0.0465,0.978
0.166,0.0492,0.946
0.214,0.0463,0.947
0.209,0.0425,0.989
0.0853,0.0443,0.975
0.561,0.0337,0.69
0.436,0.0395,0.986
0.201,0.0417,0.993
0.196,0.0361,0.995
0.488,0.0499,0.983
0.327,0.0395,0.945
0.137,0.0394,0.994
0.173,0.0429,0.995
0.367,0.0386,0.994
0.398,0.0449,0.99
0.525,0.0564,0.973
0.309,0.0368,0.815
0.326,0.0407,0.921
0.286,0.0374,0.95
0.499,0.0539,0.976
0.45,0.0348,0.951
0.177,0.041,0.993
0.347,0.0429,0.969
0.221,0.0391,0.995
0.239,0.0402,0.993
0.469,0.0379,0.981
0.324,0.0372,0.84
0.524,0.0482,0.96
0.606,0.108,0.918
0.504,0.0461,0.992
0.329,0.0311,0.822
0.204,0.0436,0.996
0.312,0.0429,0.909
0.417,0.0396,0.923
0.39,0.033,0.976
0.312,0.0412,0.965
0.524,0.0684,0.892
0.0748,0.0457,0.978
0.617,0.0404,0.292
0.825,0.0373,0.122
0.344,0.0294,0.9
0.429,0.0471,0.355
0.577,0.0399,0.858
0.418,0.0317,0.78
0.677,0.0668,0.526
0.363,0.0378,0.945
0.109,0.0333,0.963
0.716,0.0319,0.865
0.518,0.0399,0.233
0.502,0.0282,0.813
0.705,0.205,0.155
0.765,0.0827,0.569
0.696,0.61,0.902
0.17,0.0343,0.968
0.198,0.0355,0.927
0.596,0.046,0.891
0.269,0.0315,0.973
0.464,0.0339,0.743
0.339,0.0372,0.648
0.398,0.0294,0.773
0.326,0.139,0.626
0.401,0.0318,0.664
0.43,0.0358,0.826
0.445,0.0578,0.863
0.482,0.308,0.0736
0.176,0.033,0.87
0.544,0.0524,0.689
0.59,0.0437,0.921
0.624,0.0549,0.587
0.707,0.0921,0.253
0.138,0.069,0.746
0.457,0.0283,0.699
0.276,0.0311,0.588
0.518,0.0441,0.987
0.682,0.11,0.143
0.347,0.0314,0.616
0.17,0.0424,0.972
0.267,0.0444,0.242
0.537,0.0294,0.807
0.741,0.0539,0.861
0.669,0.0296,0.455
0.379,0.028,0.807
0.387,0.0375,0.971
0.593,0.132,0.914
0.472,0.0295,0.927
0.282,0.0283,0.433
0.576,0.0331,0.315
0.706,0.0336,0.916
0.554,0.0266,0.761
0.436,0.0409,0.702
0.536,0.0421,0.431
0.457,0.0362,0.742
0.498,0.0289,0.608
0.266,0.0298,0.766
0.267,0.0348,0.966
0.413,0.0294,0.806
0.0832,0.0399,0.989
0.587,0.0273,0.28
0.594,0.0514,0.387
0.65,0.052,0.889
0.505,0.0336,0.663
0.596,0.0695,0.77
0.702,0.0698,0.08
0.136,0.0407,0.99
0.631,0.197,0.752
0.468,0.034,0.811
0.545,0.0871,0.182
0.452,0.0698,0.965
0.325,0.0309,0.713
0.618,0.213,0.685
0.497,0.0445,0.755
0.364,0.0295,0.85
0.62,0.0302,0.766
0.428,0.0334,0.847
0.573,0.0329,0.788
0.609,0.101,0.591
0.559,0.0463,0.786
0.446,0.0294,0.724
0.379,0.0347,0.772
0.544,0.0319,0.681
0.558,0.0441,0.585
0.524,0.0305,0.514
0.427,0.0421,0.984
0.484,0.0444,0.459
0.492,0.0459,0.776
0.71,0.0509,0.414
0.479,0.0315,0.122
0.172,0.0376,0.87
0.566,0.232,0.804
0.5,0.0395,0.343
0.432,0.0388,0.289
0.523,0.0638,0.857
0.627,0.0313,0.582
0.344,0.0409,0.446
0.264,0.0315,0.833
0.262,0.0484,0.247
0.591,0.0522,0.00391
0.665,0.256,0.0117
0.606,0.06,0.0206
0.599,0.076,0.266
0.631,0.0242,0.0498
0.623,0.0726,0.332
0.392,0.0335,0.718
0.409,0.0339,1.87e-05
0.408,0.0297,0.282
0.61,0.275,0.26
0.826,0.0772,0.086
0.772,0.0686,0.158
0.788,0.0711,0.737
0.617,0.0343,0.819
0.855,0.141,0.488
0.654,0.0323,0.78
0.678,0.0533,0.109
0.708,0.0416,0.242
0.611,0.0283,0.391
0.835,0.0401,0.0911
0.664,0.0433,0.683
0.951,0.283,0.446
0.791,0.0745,0.0564
0.772,0.0621,0.0307
0.801,0.0751,0.00219
0.535,0.0625,0.31
0.715,0.054,0.464
0.705,0.0505,0.017
0.879,0.232,0.015
0.565,0.0569,0.00745
0.707,0.0471,0.36
0.477,0.0781,0.901
0.548,0.0374,0.000882
0.697,0.0344,0.834
0.731,0.0447,0.0501
0.449,0.0431,0.791
0.768,0.0483,0.123
0.787,0.0437,0.0078
0.751,0.0531,0.895
0.712,0.0555,0.614
0.666,0.172,0.277
0.893,0.253,0.0235
0.709,0.207,0.0729
0.802,0.184,0.129
0.524,0.032,0.863
