danceability,speechiness,acousticness
0.734,0.0489,0.166
0.909,0.0797,0.0777
0.826,0.0599,0.0242
0.742,0.0719,0.0251
0.82,0.0648,0.0584
0.797,0.259,0.103
0.854,0.214,0.819
0.798,0.0443,0.263
0.796,0.0447,0.215
0.758,0.125,0.0628
0.85,0.0688,0.000445
0.689,0.32,0.531
0.93,0.0744,0.605
0.873,0.0876,0.00127
0.811,0.0464,0.128
0.68,0.224,0.0911
0.792,0.0589,0.165
0.891,0.106,0.0261
0.835,0.083,0.0492
0.745,0.0774,0.00903
0.685,0.0396,0.0471
0.77,0.0494,0.222
0.758,0.0706,0.34
0.652,0.0775,0.00658
0.843,0.247,0.0028
0.915,0.0459,0.025
0.707,0.0412,0.000237
0.83,0.333,0.399
0.792,0.0686,0.215
0.796,0.0422,0.18
0.899,0.0533,0.422
0.786,0.127,0.192
0.938,0.195,0.22
0.822,0.0576,0.165
0.839,0.0473,0.398
0.872,0.11,0.0462
0.625,0.0927,0.00762
0.72,0.0455,0.348
0.783,0.113,0.0577
0.594,0.037,0.234
0.786,0.0413,0.221
0.668,0.0535,0.264
0.66,0.0269,0.0459
0.806,0.0366,0.433
0.672,0.151,0.0319
0.632,0.0767,0.0575
0.606,0.0285,0.391
0.778,0.0601,0.288
0.678,0.0275,0.0541
0.728,0.0342,0.199
0.64,0.0362,0.176
0.767,0.0868,0.322
0.676,0.0588,0.53
0.302,0.0424,0.202
0.89,0.0891,0.0275
0.826,0.0409,0.00195
0.789,0.0406,0.398
0.789,0.0578,0.306
0.813,0.0619,0.341
0.419,0.0357,0.323
0.673,0.108,0.0681
0.74,0.0603,0.199
0.752,0.0279,0.498
0.624,0.03,0.384
0.53,0.0313,0.234
0.747,0.0413,0.666
0.823,0.239,0.167
0.757,0.1,0.0418
0.597,0.0472,0.0339
0.723,0.0321,0.561
0.709,0.039,0.294
0.824,0.0425,0.312
0.736,0.0421,0.306
0.754,0.0395,0.261
0.849,0.032,0.54
0.844,0.0703,0.106
0.754,0.0584,0.129
0.787,0.0315,0.0661
0.736,0.0407,0.0711
0.577,0.031,0.595
0.854,0.0503,0.101
0.638,0.0362,0.293
0.641,0.0391,0.235
0.493,0.0322,0.184
0.778,0.0601,0.355
0.551,0.0302,0.136
0.66,0.0574,0.481
0.653,0.042,0.649
0.677,0.0493,0.68
0.561,0.0337,0.511
0.773,0.0468,0.515
0.608,0.0434,0.484
0.482,0.0622,0.431
0.779,0.0434,0.701
0.574,0.0316,0.659
0.746,0.0428,0.538
0.645,0.0566,0.396
0.719,0.0379,0.175
0.665,0.0553,0.434
0.656,0.0519,0.189
0.643,0.0438,0.667
0.42,0.0647,0.248
0.688,0.0378,0.585
0.726,0.0424,0.244
0.701,0.0413,0.602
0.574,0.0648,0.407
0.524,0.209,0.365
0.837,0.0529,0.436
0.724,0.0533,0.184
0.6,0.0667,0.741
0.604,0.0381,0.65
0.477,0.0362,0.66
0.754,0.0407,0.395
0.67,0.0888,0.496
0.803,0.0365,0.566
0.588,0.074,0.376
0.752,0.0421,0.39
0.743,0.0637,0.273
0.642,0.0552,0.172
0.767,0.0495,0.715
0.69,0.037,0.416
0.782,0.0363,0.302
0.626,0.0364,0.426
0.76,0.0404,0.7
0.692,0.0548,0.509
0.773,0.0385,0.567
0.811,0.0364,0.782
0.756,0.0668,0.692
0.617,0.109,0.384
0.601,0.0617,0.68
0.425,0.0409,0.596
0.535,0.044,0.786
0.647,0.0355,0.518
0.565,0.0586,0.426
0.692,0.0384,0.28
0.809,0.0555,0.41
0.643,0.033,0.346
0.629,0.0433,0.592
0.663,0.0596,0.707
0.625,0.0667,0.371
0.616,0.0418,0.384
0.815,0.0499,0.175
0.607,0.0327,0.625
0.782,0.0383,0.474
0.708,0.0381,0.606
0.851,0.153,0.259
0.796,0.0403,0.576
0.615,0.129,0.582
0.691,0.0329,0.0398
0.702,0.0457,0.48
0.784,0.0555,0.343
0.711,0.0624,0.355
0.342,0.0402,0.161
0.623,0.0512,0.437
0.856,0.0445,0.35
0.673,0.0346,0.295
0.707,0.0371,0.485
0.582,0.0376,0.201
0.782,0.0433,0.477
0.607,0.035,0.455
0.77,0.0613,0.529
0.648,0.0458,0.415
0.667,0.0414,0.63
0.621,0.0645,0.268
0.571,0.0514,0.215
0.744,0.0461,0.435
0.788,0.0729,0.523
0.6,0.0327,0.136
0.734,0.0498,0.188
0.757,0.0385,0.486
0.681,0.0499,0.382
0.711,0.0603,0.505
0.598,0.0557,0.505
0.587,0.107,0.496
0.767,0.0352,0.387
0.607,0.0464,0.639
0.833,0.0484,0.292
0.789,0.034,0.4
0.584,0.0558,0.506
0.749,0.0468,0.296
0.464,0.0698,0.372
0.669,0.0434,0.603
0.701,0.0409,0.579
0.725,0.0425,0.279
0.535,0.0549,0.355
0.531,0.052,0.277
0.61,0.0325,0.0614
0.734,0.0453,0.117
0.585,0.0395,0.201
0.696,0.0264,0.17
0.575,0.0278,0.0664
0.836,0.0367,0.535
0.332,0.0371,0.0824
0.69,0.0492,0.126
0.642,0.074,0.491
0.278,0.0407,0.392
0.643,0.028,0.45
0.739,0.0267,0.21
0.607,0.0316,0.405
0.619,0.028,0.502
0.374,0.0309,0.237
0.452,0.0625,0.563
0.64,0.0235,0.113
0.616,0.0273,0.767
0.597,0.0406,0.173
0.77,0.0328,0.317
0.591,0.0375,0.622
0.757,0.0313,0.0131
0.593,0.03,0.754
0.634,0.0255,0.138
0.746,0.0345,0.0438
0.54,0.0277,0.0367
0.857,0.0292,0.435
0.42,0.027,0.276
0.824,0.0867,0.0215
0.605,0.0285,0.00576
0.515,0.0567,0.689
0.721,0.0345,0.337
0.77,0.0285,0.3
0.745,0.0355,0.201
0.714,0.0541,0.228
0.708,0.0352,0.346
0.773,0.0531,0.14
0.31,0.101,0.443
0.725,0.0752,0.866
0.821,0.0272,0.0104
0.631,0.0284,0.449
0.486,0.0519,0.292
0.57,0.0296,0.595
0.663,0.226,0.00431
0.809,0.0416,0.0407
0.611,0.0279,0.0961
0.413,0.0326,0.472
0.598,0.0255,0.702
0.676,0.033,0.0175
0.732,0.0402,0.0307
0.588,0.0429,0.0171
0.395,0.0384,0.51
0.464,0.0313,0.203
0.537,0.0289,0.574
0.322,0.0345,0.609
0.69,0.0407,0.112
0.4,0.0385,0.786
0.567,0.0258,0.714
0.721,0.0777,0.122
0.464,0.027,0.488
0.768,0.0405,0.79
0.749,0.0764,0.308
0.791,0.0289,0.143
0.547,0.025,0.196
0.463,0.0301,0.197
0.565,0.0556,0.817
0.783,0.027,0.622
0.4,0.103,0.502
0.715,0.033,0.743
0.67,0.0261,0.105
0.653,0.0307,0.0235
0.706,0.0288,0.101
0.606,0.0359,0.0893
0.78,0.0532,0.171
0.647,0.0305,0.657
0.532,0.0398,0.148
0.743,0.0722,0.0635
0.724,0.0504,0.425
0.541,0.031,0.618
0.669,0.0318,0.0046
0.747,0.0287,0.0165
0.642,0.0529,0.027
0.399,0.0532,0.479
0.515,0.149,0.226
0.659,0.094,0.0586
0.667,0.0293,0.000247
0.761,0.0371,0.376
0.703,0.0303,0.117
0.727,0.0405,0.543
0.557,0.0262,0.414
0.406,0.0293,0.654
0.661,0.0639,0.379
0.678,0.0825,0.269
0.765,0.0807,0.0477
0.564,0.307,0.356
0.8,0.0491,0.00406
0.869,0.0372,0.0524
0.666,0.103,0.0492
0.684,0.0561,0.127
0.818,0.0577,0.0237
0.9,0.0934,0.161
0.905,0.0664,0.0907
0.871,0.0477,0.127
0.812,0.149,0.225
0.736,0.0648,0.18
0.901,0.159,0.138
0.788,0.0562,0.0452
0.574,0.157,0.0847
0.781,0.0484,0.232
0.658,0.0357,0.0478
0.778,0.266,0.167
0.594,0.0489,0.415
0.523,0.0833,0.133
0.739,0.0731,0.0513
0.652,0.141,0.00848
0.908,0.0777,0.305
0.824,0.0574,0.305
0.817,0.0467,0.0938
0.759,0.0503,0.0354
0.791,0.158,0.175
0.889,0.0757,0.289
0.783,0.0383,0.192
0.91,0.082,0.448
0.865,0.126,0.205
0.634,0.185,0.125
0.791,0.0809,0.0622
0.745,0.047,0.256
0.689,0.0813,0.0493
0.814,0.0308,0.259
0.687,0.0842,0.355
0.736,0.0634,0.0984
0.805,0.165,0.255
0.68,0.0468,0.466
0.825,0.0552,0.17
0.73,0.0805,0.375
0.889,0.0776,0.0153
0.84,0.0478,0.288
0.583,0.0562,0.149
0.784,0.0744,0.341
0.446,0.071,0.434
0.692,0.0903,0.362
0.578,0.0903,0.204
0.731,0.0585,0.196
0.718,0.246,0.322
0.761,0.165,0.259
0.691,0.0636,0.093
0.755,0.0489,0.00221
0.714,0.0369,0.44
0.652,0.0362,0.37
0.639,0.188,0.19
0.773,0.0373,0.213
0.721,0.082,0.121
0.741,0.117,0.144
0.674,0.162,0.315
0.662,0.0348,0.366
0.5,0.0334,0.914
0.848,0.0519,0.119
0.789,0.0559,0.000551
0.789,0.0738,0.201
0.614,0.0375,0.0181
0.531,0.0299,0.932
0.807,0.0696,0.0262
0.768,0.0332,0.559
0.633,0.0477,0.0212
0.447,0.28,0.476
0.664,0.031,0.429
0.751,0.353,0.241
0.619,0.0394,0.00344
0.691,0.034,0.118
0.881,0.0445,0.0125
0.7,0.0788,0.554
0.728,0.0279,0.604
0.735,0.0546,0.323
0.376,0.103,0.18
0.751,0.0567,0.295
0.802,0.0485,0.00486
0.87,0.0475,0.576
0.754,0.317,0.152
0.76,0.0675,0.176
0.751,0.15,0.251
0.681,0.0785,0.0482
0.627,0.234,0.238
0.813,0.0314,0.0277
0.796,0.37,0.0575
0.714,0.0306,0.176
0.87,0.077,0.0924
0.672,0.0789,0.0626
0.394,0.028,0.0251
0.703,0.0657,0.255
0.771,0.055,0.389
0.876,0.0478,0.0706
0.453,0.144,0.32
0.647,0.249,0.0451
0.957,0.292,0.483
0.724,0.0352,0.072
0.712,0.0512,0.548
0.836,0.0461,0.213
0.804,0.107,0.0924
0.659,0.0673,0.207
0.634,0.0369,0.00737
0.657,0.32,0.459
0.583,0.0271,0.0107
0.795,0.135,0.105
0.527,0.0687,0.176
0.479,0.0363,0.127
0.817,0.299,0.441
0.545,0.0301,0.0381
0.648,0.0361,0.178
0.736,0.0352,0.0029
0.516,0.0363,0.923
0.82,0.17,0.158
0.563,0.048,0.247
0.842,0.228,0.157
0.777,0.277,0.217
0.827,0.265,0.79
0.905,0.0674,0.239
0.889,0.0627,0.367
0.689,0.112,0.236
0.71,0.0413,0.00879
0.833,0.176,0.168
0.751,0.485,0.337
0.836,0.133,0.238
0.513,0.0299,0.251
0.657,0.0295,0.000949
0.599,0.0604,0.201
0.627,0.0469,0.00312
0.868,0.116,0.0819
0.736,0.0381,0.449
0.815,0.0481,0.31
0.652,0.0442,0.00457
0.501,0.043,0.0538
0.655,0.0344,0.808
0.811,0.0403,0.819
0.384,0.074,0.797
0.769,0.0846,0.0958
0.695,0.0672,0.0238
0.845,0.183,0.0514
0.647,0.165,0.0647
0.633,0.0839,0.0267
0.63,0.0521,0.234
0.798,0.193,0.0247
0.734,0.0383,0.025
0.785,0.0406,0.0179
0.747,0.0668,0.0385
0.714,0.0504,0.127
0.722,0.0293,0.0299
0.762,0.0343,0.00776
0.799,0.0371,0.429
0.695,0.0753,0.0561
0.801,0.0356,0.046
0.805,0.0869,0.228
0.703,0.123,0.137
0.835,0.0643,0.0336
0.679,0.276,0.141
0.88,0.206,0.149
0.701,0.375,0.328
0.579,0.0527,0.31
0.728,0.137,0.0401
0.742,0.117,0.0466
0.579,0.0618,0.193
0.845,0.0956,0.59
0.781,0.293,0.0633
0.752,0.038,0.0476
0.88,0.0874,0.177
0.585,0.0707,0.0891
0.4,0.461,0.119
0.772,0.0696,0.019
0.67,0.0499,0.0124
0.583,0.0382,0.00425
0.739,0.0852,0.222
0.861,0.176,0.0521
0.687,0.0455,0.0064
0.787,0.159,0.264
0.56,0.14,0.0239
0.778,0.0389,0.546
0.853,0.275,0.0239
0.652,0.0409,0.00125
0.645,0.0845,0.0933
0.664,0.0474,0.0337
0.583,0.0423,0.0141
0.852,0.0776,0.187
0.704,0.0996,0.0185
0.746,0.128,0.0244
0.794,0.0842,0.0125
0.794,0.104,0.0489
0.741,0.0352,0.614
0.822,0.0311,0.0264
0.894,0.112,0.0183
0.731,0.1,0.181
0.706,0.0418,7.95e-05
0.774,0.114,0.0249
0.633,0.0519,0.00281
0.707,0.0571,0.0863
0.646,0.226,0.00249
0.754,0.0561,0.0185
0.908,0.0738,0.00286
0.939,0.0467,0.321
0.696,0.0363,0.00314
0.583,0.134,0.00864
0.491,0.392,0.0295
0.617,0.153,0.00564
0.796,0.0397,0.0261
0.788,0.0334,0.25
0.911,0.0449,0.132
0.693,0.378,0.171
0.751,0.0437,0.3
0.967,0.0789,0.0584
0.489,0.41,0.0322
0.724,0.0622,0.073
0.672,0.0459,0.0368
0.677,0.0361,0.004
0.85,0.0478,0.0616
0.736,0.0786,0.515
0.888,0.219,0.19
0.638,0.0302,0.0771
0.81,0.0356,0.528
0.791,0.052,0.147
0.753,0.0652,0.00994
0.949,0.0756,0.00437
0.944,0.161,0.042
0.925,0.231,0.206
0.846,0.129,0.0246
0.61,0.0479,0.031
0.865,0.0443,0.285
0.674,0.0477,0.000441
0.648,0.306,0.0142
0.81,0.199,0.291
0.894,0.0523,0.00569
0.817,0.144,0.0427
0.798,0.0735,0.00474
0.802,0.046,0.0011
0.926,0.0929,0.35
0.514,0.41,0.0559
0.706,0.0654,0.119
0.699,0.0677,0.00223
0.739,0.0881,0.125
0.86,0.0407,0.279
0.842,0.0437,0.428
0.759,0.314,0.23
0.426,0.296,0.0383
0.723,0.0366,0.0417
0.757,0.0333,0.214
0.798,0.0548,0.00547
0.622,0.408,0.103
0.832,0.0421,0.0791
0.729,0.0776,0.0129
0.688,0.034,0.000235
0.793,0.0319,0.028
0.801,0.0386,0.0117
0.759,0.0307,0.202
0.715,0.108,0.00631
0.831,0.0582,0.153
0.808,0.0447,0.00928
0.867,0.0875,0.00456
0.82,0.0321,0.111
0.831,0.0384,0.00397
0.668,0.0367,0.00121
0.65,0.0356,0.0662
0.771,0.0567,0.00543
0.926,0.301,0.0051
0.811,0.153,0.014
0.604,0.0337,0.000298
0.609,0.0338,0.16
0.348,0.0978,0.128
0.518,0.093,0.174
0.661,0.037,0.11
0.556,0.0464,0.0105
0.678,0.0306,0.467
0.785,0.0465,0.0148
0.815,0.0368,0.033
0.591,0.0354,0.00223
0.821,0.0821,0.0734
0.484,0.0377,0.000779
0.749,0.0387,0.202
0.748,0.0341,0.0534
0.889,0.221,0.0141
0.633,0.0495,0.0261
0.547,0.0567,0.473
0.593,0.101,0.0495
0.678,0.0396,0.0236
0.658,0.0326,0.00283
0.734,0.0318,0.0346
0.576,0.0362,0.00106
0.863,0.0785,0.0394
0.478,0.0642,0.000169
0.726,0.0473,0.0149
0.74,0.0369,0.0173
0.65,0.0445,0.00872
0.702,0.0473,0.0113
0.7,0.133,0.0136
0.849,0.03,0.0947
0.632,0.0531,0.119
0.672,0.0494,0.0276
0.676,0.0397,0.0478
0.751,0.0466,0.0521
0.735,0.072,0.052
0.647,0.0394,0.0836
0.865,0.102,0.0631
0.695,0.0418,0.00341
0.801,0.0681,0.0968
0.763,0.188,0.0984
0.769,0.0797,0.119
0.524,0.37,0.383
0.865,0.0612,0.0221
0.703,0.054,0.145
0.791,0.0445,0.00653
0.764,0.0311,0.128
0.678,0.049,3.62e-05
0.813,0.0402,0.0908
0.656,0.0536,0.0784
0.716,0.0406,0.111
0.62,0.0308,0.0261
0.62,0.0423,0.271
0.709,0.0453,0.207
0.71,0.0328,0.22
0.508,0.0386,0.0183
0.583,0.0733,0.0984
0.59,0.048,0.0962
0.698,0.048,0.12
0.697,0.0406,0.0404
0.572,0.0344,0.0058
0.605,0.0385,0.0171
0.768,0.0313,0.0964
0.898,0.091,0.0135
0.668,0.0336,0.231
0.506,0.046,0.144
0.877,0.147,0.0544
0.885,0.0524,0.145
0.532,0.0335,0.0778
0.5,0.0376,0.462
0.751,0.0551,0.234
0.527,0.0366,0.0115
0.721,0.0376,0.115
0.554,0.0457,0.416
0.731,0.0377,0.184
0.869,0.0633,0.121
0.815,0.0346,0.216
0.776,0.0473,0.0242
0.814,0.0342,0.219
0.799,0.0431,0.193
0.783,0.0486,0.396
0.544,0.0471,0.241
0.805,0.0436,0.0627
0.853,0.0751,0.247
0.933,0.162,0.112
0.764,0.0288,0.457
0.676,0.0392,0.326
0.917,0.0607,0.195
0.561,0.0265,0.00515
0.838,0.0531,0.22
0.658,0.0267,0.243
0.684,0.0261,0.318
0.634,0.0413,0.0531
0.771,0.0372,0.152
0.662,0.0296,0.108
0.599,0.0423,0.714
0.74,0.0369,0.105
0.832,0.0442,0.201
0.627,0.0348,0.197
0.72,0.0462,0.185
0.653,0.0396,0.249
0.701,0.0545,0.0544
0.862,0.0565,0.0192
0.752,0.15,0.0994
0.617,0.0651,0.0891
0.503,0.0657,0.00757
0.965,0.17,0.00131
0.574,0.032,0.0457
0.638,0.0921,0.0302
0.662,0.0417,0.165
0.722,0.0514,0.0883
0.752,0.0507,0.025
0.899,0.0366,0.322
0.873,0.0615,0.179
0.557,0.0475,0.0953
0.358,0.0483,0.00375
0.559,0.0348,0.00441
0.761,0.0604,0.0174
0.702,0.0492,0.0519
0.913,0.0707,0.00658
0.776,0.0289,0.107
0.633,0.0338,0.0532
0.542,0.0873,0.00228
0.862,0.108,0.0287
0.611,0.0259,0.291
0.801,0.0689,0.0713
0.709,0.0367,0.159
0.787,0.0397,0.00462
0.664,0.0406,0.259
0.85,0.0415,0.409
0.707,0.0436,0.113
0.758,0.0598,0.281
0.802,0.0349,0.0843
0.774,0.0799,0.0765
0.777,0.05,0.0131
0.729,0.0344,0.149
0.761,0.0354,0.0439
0.784,0.0923,0.3
0.694,0.0301,0.165
0.617,0.0335,0.0429
0.518,0.0343,0.00221
0.611,0.0676,0.0598
0.684,0.0257,0.163
0.722,0.0282,0.0241
0.633,0.0316,0.000679
0.784,0.0339,0.447
0.68,0.0353,0.191
0.823,0.0316,0.00559
0.91,0.0589,0.0258
0.747,0.0545,0.62
0.814,0.0619,0.0435
0.75,0.0591,0.0278
0.749,0.0403,0.02
0.575,0.0318,0.343
0.754,0.302,0.153
0.675,0.0337,0.0534
0.878,0.089,0.126
0.66,0.0284,0.0993
0.657,0.0552,0.739
0.749,0.0323,0.295
0.763,0.0364,0.281
0.671,0.0356,0.0393
0.462,0.0264,0.758
0.621,0.0344,0.0263
0.568,0.0299,0.403
0.445,0.0461,0.234
0.755,0.0362,0.357
0.445,0.0471,0.395
0.791,0.0633,0.523
0.715,0.029,0.0143
0.621,0.0578,0.146
0.588,0.0672,0.16
0.565,0.0484,0.0552
0.787,0.0832,0.221
0.729,0.0631,0.114
0.653,0.0427,0.13
0.698,0.04,0.709
0.729,0.0362,0.13
0.372,0.0594,0.0947
0.743,0.0493,0.186
0.758,0.0314,0.135
0.633,0.0344,0.219
0.513,0.0425,0.0195
0.679,0.0316,0.0611
0.665,0.0277,0.0889
0.572,0.0642,0.519
0.694,0.048,0.47
0.836,0.0335,0.0943
0.402,0.0317,0.24
0.855,0.0514,0.144
0.843,0.0492,0.28
0.51,0.161,0.212
0.821,0.0515,0.0816
0.526,0.0628,0.6
0.746,0.105,0.0342
0.675,0.085,0.0852
0.726,0.0333,0.00114
0.676,0.052,0.668
0.808,0.0868,0.115
0.692,0.0392,0.49
0.589,0.031,0.168
0.691,0.0503,0.0747
0.664,0.0281,0.139
0.629,0.0294,0.0309
0.59,0.154,0.0939
0.719,0.0408,0.319
0.778,0.0314,0.22
0.571,0.0337,0.00706
0.305,0.0999,0.548
0.55,0.036,0.661
0.535,0.0459,0.48
0.508,0.0321,0.0586
0.52,0.0806,0.386
0.709,0.034,0.318
0.64,0.0289,0.196
0.667,0.0291,0.245
0.805,0.041,0.164
0.699,0.0289,0.13
0.482,0.0452,0.641
0.476,0.0646,0.598
0.512,0.0402,0.168
0.526,0.0352,0.707
0.524,0.043,0.195
0.534,0.0332,0.188
0.803,0.0349,0.196
0.533,0.0754,0.00876
0.757,0.0275,0.399
0.598,0.139,0.704
0.613,0.0935,0.412
0.416,0.0298,0.207
0.413,0.0324,0.369
0.595,0.0365,0.76
0.659,0.0288,0.623
0.471,0.0822,0.786
0.666,0.0612,0.573
0.64,0.0517,0.142
0.59,0.0371,0.137
0.553,0.0457,0.213
0.563,0.08,0.247
0.618,0.0735,0.0128
0.632,0.0305,0.346
0.79,0.0343,0.263
0.687,0.0389,0.251
0.785,0.0312,0.729
0.596,0.0421,0.586
0.566,0.0414,0.791
0.678,0.0326,0.668
0.556,0.0393,0.0118
0.423,0.0398,0.0592
0.66,0.0512,0.282
0.692,0.0625,0.368
0.602,0.029,0.103
0.515,0.036,0.359
0.623,0.0636,0.102
0.612,0.0293,0.531
0.594,0.246,0.768
0.632,0.0395,0.437
0.521,0.0251,0.0976
0.514,0.0842,0.513
0.684,0.0384,0.475
0.636,0.057,0.52
0.59,0.0697,0.104
0.864,0.0365,0.277
0.558,0.0329,0.487
0.581,0.0385,0.19
0.653,0.0453,0.806
0.375,0.0264,0.106
0.606,0.0485,0.104
0.631,0.0531,0.176
0.59,0.0404,0.0651
0.743,0.0375,0.699
0.251,0.128,0.488
0.564,0.0691,0.0146
0.523,0.0492,0.214
0.376,0.0854,0.0727
0.675,0.0544,0.652
0.725,0.0387,0.113
0.661,0.0701,0.458
0.632,0.061,0.65
0.623,0.0392,0.193
0.592,0.0334,0.322
0.738,0.09,0.292
0.304,0.07,0.117
0.593,0.0283,0.147
0.497,0.0386,0.266
0.513,0.0391,0.333
0.602,0.0314,0.502
0.487,0.0722,0.761
0.362,0.0465,0.737
0.765,0.0334,0.167
0.718,0.0601,0.562
0.617,0.0297,0.36
0.593,0.0304,0.186
0.708,0.0502,0.648
0.45,0.0559,0.416
0.515,0.0324,0.265
0.731,0.0477,0.000287
0.647,0.0755,0.41
0.533,0.0714,0.563
0.671,0.142,0.159
0.555,0.0541,0.793
0.516,0.0545,0.787
0.664,0.13,0.447
0.521,0.0369,0.723
0.556,0.213,0.833
0.612,0.0352,0.88
0.574,0.042,0.845
0.797,0.0969,0.885
0.811,0.168,0.205
0.696,0.169,0.792
0.663,0.0914,0.706
0.474,0.0825,0.755
0.598,0.0973,0.44
0.715,0.193,0.837
0.577,0.0427,0.383
0.714,0.0554,0.116
0.728,0.0318,0.63
0.536,0.0343,0.467
0.754,0.0266,0.687
0.555,0.0295,0.671
0.549,0.108,0.76
0.54,0.0508,0.808
0.674,0.13,0.512
0.563,0.0486,0.602
0.656,0.033,0.349
0.616,0.042,0.788
0.624,0.132,0.881
0.489,0.0933,0.753
0.565,0.064,0.437
0.526,0.0459,0.715
0.486,0.0326,0.767
0.627,0.0522,0.121
0.654,0.123,0.573
0.536,0.301,0.704
0.645,0.0393,0.385
0.676,0.0329,0.947
0.541,0.106,0.298
0.407,0.0495,0.693
0.697,0.179,0.856
0.703,0.0312,0.397
0.395,0.0381,0.555
0.506,0.0348,0.569
0.548,0.0364,0.448
0.904,0.0649,0.675
0.676,0.0698,0.592
0.641,0.242,0.626
0.696,0.067,0.84
0.603,0.0489,0.756
0.377,0.033,0.832
0.489,0.0858,0.841
0.756,0.112,0.735
0.388,0.102,0.51
0.609,0.0389,0.734
0.566,0.0335,0.611
0.738,0.146,0.572
0.895,0.06,0.672
0.631,0.042,0.536
0.566,0.0409,0.713
0.677,0.0795,0.869
0.507,0.0354,0.575
0.617,0.053,0.812
0.663,0.0571,0.272
0.551,0.0565,0.754
0.525,0.0945,0.597
0.522,0.0479,0.535
0.607,0.0333,0.708
0.65,0.0553,0.611
0.809,0.0574,0.176
0.576,0.0442,0.626
0.529,0.0446,0.418
0.532,0.0522,0.0519
0.785,0.0377,0.801
0.57,0.0295,0.341
0.799,0.0413,0.835
0.388,0.0354,0.789
0.514,0.0691,0.577
0.528,0.0408,0.83
0.485,0.15,0.604
0.435,0.164,0.753
0.625,0.0359,0.652
0.609,0.0321,0.254
0.598,0.0969,0.149
0.664,0.0779,0.718
0.543,0.0377,0.777
0.591,0.0322,0.744
0.421,0.117,0.0487
0.776,0.0999,0.462
0.776,0.067,0.509
0.389,0.105,0.713
0.412,0.0654,0.816
0.565,0.0506,0.766
0.509,0.0438,0.652
0.562,0.145,0.423
0.339,0.103,0.662
0.504,0.122,0.723
0.674,0.0308,0.146
0.742,0.0735,0.19
0.703,0.0341,0.0322
0.781,0.0611,0.0661
0.968,0.151,0.154
0.69,0.0613,0.034
0.832,0.0487,0.0422
0.838,0.0351,0.00912
0.8,0.111,0.0711
0.777,0.037,0.00755
0.865,0.0573,0.226
0.915,0.0597,0.000468
0.746,0.125,0.24
0.7,0.0311,0.132
0.85,0.0555,0.314
0.752,0.0329,0.295
0.657,0.166,0.149
0.859,0.0369,0.154
0.733,0.0249,0.0266
0.868,0.0547,0.0334
0.799,0.0332,0.0293
0.802,0.0799,0.274
0.77,0.0369,0.298
0.756,0.0525,0.152
0.954,0.0939,0.0102
0.836,0.0884,0.0302
0.816,0.0397,0.0391
0.741,0.0419,0.258
0.588,0.156,0.108
0.57,0.0492,0.102
0.7,0.044,0.00115
0.857,0.0358,0.00387
0.755,0.0618,0.0253
0.697,0.114,0.00842
0.712,0.0485,0.47
0.622,0.052,0.292
0.605,0.04,0.0578
0.496,0.0337,0.000835
0.847,0.0569,0.0753
0.921,0.0851,0.0845
0.676,0.0537,0.00576
0.902,0.0703,0.15
0.692,0.0585,0.00904
0.896,0.0884,0.0183
0.851,0.0703,0.078
0.641,0.0298,0.00152
0.791,0.112,0.295
0.673,0.0433,0.0195
0.728,0.0458,0.267
0.773,0.0288,0.108
0.776,0.0658,0.0192
0.809,0.0546,0.000907
0.715,0.0309,0.209
0.752,0.117,0.00496
0.844,0.0823,0.0349
0.71,0.0523,0.0396
0.644,0.0415,0.0642
0.766,0.0487,0.000619
0.652,0.0671,0.0234
0.852,0.0576,0.0387
0.712,0.0496,0.0532
0.825,0.0364,0.157
0.94,0.0358,0.124
0.627,0.0327,0.109
0.73,0.0417,0.00642
0.679,0.0509,0.0661
0.835,0.0916,0.0991
0.774,0.0901,0.0102
0.674,0.0423,0.031
0.777,0.0777,0.0659
0.835,0.051,0.15
0.505,0.0906,0.287
0.729,0.0532,0.193
0.732,0.286,0.195
0.729,0.0283,0.0712
0.833,0.101,0.303
0.694,0.0588,0.0112
0.508,0.0377,0.24
0.911,0.288,0.38
0.834,0.222,0.00513
0.696,0.05,0.252
0.598,0.0317,0.0546
0.638,0.357,0.00454
0.632,0.29,0.281
0.486,0.0336,0.0652
0.763,0.05,0.0531
0.658,0.0573,0.0265
0.8,0.079,0.25
0.898,0.187,0.14
0.935,0.375,0.0194
0.823,0.491,0.0187
0.8,0.0485,0.00381
0.814,0.0619,0.0386
0.741,0.0672,0.0221
0.954,0.16,0.03
0.878,0.102,0.0533
0.794,0.0649,0.142
0.835,0.125,0.0589
0.907,0.184,0.0876
0.95,0.241,0.0645
0.556,0.0584,0.00958
0.464,0.0926,0.0493
0.453,0.0889,0.0195
0.532,0.0574,0.00287
0.75,0.0387,0.00165
0.497,0.0836,9.04e-05
0.554,0.131,0.111
0.356,0.068,0.00417
0.743,0.116,0.0804
0.623,0.0253,0.212
0.454,0.107,0.408
0.578,0.0562,0.121
0.621,0.0302,0.17
0.653,0.0429,0.0115
0.654,0.0998,0.0468
0.557,0.0601,0.00132
0.563,0.0416,0.00073
0.636,0.106,0.0438
0.402,0.142,0.000579
0.702,0.214,0.518
0.322,0.213,0.00313
0.502,0.0503,0.0127
0.482,0.0458,0.00543
0.797,0.0575,0.291
0.736,0.081,0.00132
0.706,0.0617,0.00164
